日期,时间,标题,标题(中文),摘要,摘要(中文),来源,标签,链接,点赞,分享,评论
2026-03-25,00:23:14,"Israel and Iran trade new strikes as Trump says Tehran wants deal to end war 'so badly'","以色列 和 伊朗 trade 新 strikes 作为 Trump 表示 德黑兰 wants deal end 战争 'so badly'","","",BBC,"以色列;伊朗;美国",https://www.bbc.com/news/world,617,155,48
2026-03-25,00:23:14,"Speaking at the White House earlier, the US president said negotiations to end the conflict were happening "right now".","Speaking White House earlier, 美国 总统 表示 谈判 end 冲突 happening "right now".","","",BBC,"美国",https://www.bbc.com/news/world,945,112,62
2026-03-25,00:23:14,"Iran war shows norms of international conflicts have been overturned","伊朗 战争 shows norms of international conflicts been overturned","","",BBC,"伊朗",https://www.bbc.com/news/world,928,242,20
2026-03-25,00:23:14,"Everyday life in Asia is being upended by Iran war fuel crisis","Everyday life Asia being upended 伊朗 战争 fuel crisis","","",BBC,"伊朗",https://www.bbc.com/news/world,763,325,196
2026-03-25,00:23:14,"Asia relies heavily on oil and gas from the Gulf, and shortages and higher prices are starting to bite.","Asia relies heavily oil 和 gas Gulf, 和 shortages 和 higher prices starting bite.","","",BBC,"其他",https://www.bbc.com/news/world,68,361,19
2026-03-25,00:23:14,"'Truly magical woman': Tributes to Married at First Sight's Mel Schilling","'Truly magical woman': Tributes Married First Sight's Mel Schilling","","",BBC,"其他",https://www.bbc.com/news/world,744,20,34
2026-03-25,00:23:14,"The TV dating coach is remembered as "a radiant, shining light" following her death at the age of 54.","TV dating coach remembered 作为 " radiant, shining light" 在...之后 her death age of 54.","","",BBC,"其他",https://www.bbc.com/news/world,276,288,176
2026-03-25,00:23:14,"Pilots killed in LaGuardia plane crash named","Pilots killed LaGuardia plane crash named","","",BBC,"其他",https://www.bbc.com/news/world,162,314,100
2026-03-25,00:23:14,"Russia launches 948 drones at Ukraine in largest attack over 24-hour period","俄罗斯 launches 948 drones 乌克兰 largest 攻击 over 24-hour period","","",BBC,"乌克兰;俄罗斯;美国",https://www.bbc.com/news/world,250,106,196
2026-03-25,00:23:14,"Australia and EU agree sweeping trade deal in face of global uncertainty","Australia 和 EU agree sweeping trade deal face of global uncertainty","","",BBC,"美国",https://www.bbc.com/news/world,889,188,12
2026-03-25,00:23:29,"Trump again says talks with Iran under way","Trump again 表示 talks 伊朗 under way","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,335,308,146
2026-03-25,00:23:29,"US-Israeli attacks on Iran kill 12 in south Tehran, 28 wounded","美国-以色列 袭击 伊朗 kill 12 south 德黑兰, 28 wounded","","",Al Jazeera,"以色列;伊朗;美国",https://www.aljazeera.com/news,612,147,77
2026-03-25,00:23:29,"One killed, 12 wounded in Israel, as Iran and Hezbollah launch new missiles","One killed, 12 wounded 以色列, 作为 伊朗 和 Hezbollah launch 新 missiles","","",Al Jazeera,"以色列;伊朗",https://www.aljazeera.com/news,193,357,120
2026-03-25,00:23:29,"Click to pause breaking news ticker","Click pause breaking news ticker","","",Al Jazeera,"美国",https://www.aljazeera.com/news,410,233,85
2026-03-25,00:23:29,"Trump again says talks with Iran under way, 12 killed in attack on Tehran","Trump again 表示 talks 伊朗 under way, 12 killed 攻击 德黑兰","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,509,120,122
2026-03-25,00:23:29,"Russian weapons, tactics seen in Ukraine are shaping Myanmar’s civil war","俄罗斯 weapons, tactics seen 乌克兰 shaping Myanmar’s civil 战争","","",Al Jazeera,"乌克兰;俄罗斯;美国",https://www.aljazeera.com/news,241,367,18
2026-03-25,00:23:29,"Trump keeps up claims of talks with ‘the right people’ in Iran","Trump keeps up claims of talks ‘ right people’ 伊朗","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,201,39,93
2026-03-25,00:23:29,"Long lines, unpaid TSA workers: Experts say US air travel system in crisis","Long lines, unpaid TSA workers: Experts say 美国 air travel system crisis","","",Al Jazeera,"美国",https://www.aljazeera.com/news,775,155,108
2026-03-25,00:23:29,"Trump claims US has achieved ‘regime change’, ‘received present’ from Iran","Trump claims 美国 achieved ‘regime change’, ‘received present’ 伊朗","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,702,220,45
2026-03-25,00:23:29,"Iraq to summon US, Iran envoys over deadly attacks: PM’s offi","Iraq summon 美国, 伊朗 envoys over deadly 袭击: PM’s offi","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,286,332,6
2026-03-25,01:23:13,"Oil at $150 will trigger global recession, says boss of financial giant BlackRock","Oil $150 will trigger global recession, 表示 boss of financial giant BlackRock","","",BBC,"其他",https://www.bbc.com/news/world,223,336,31
2026-03-25,01:23:13,"Australia and the EU sign sweeping trade and security deals after years of negotiations.","Australia 和 EU sign sweeping trade 和 安全 deals after years of 谈判.","","",BBC,"美国",https://www.bbc.com/news/world,665,407,97
2026-03-25,02:34:47,"Democrats flip Florida seat that includes Trump's Mar-a-Lago home","Democrats flip Florida seat that includes Trump's Mar--Lago home","","",BBC,"美国",https://www.bbc.com/news/world,173,100,84
2026-03-25,02:34:47,"Emily Gregory’s projected victory comes in a legislative district which a Republican candidate won by 19 percentage points in 2024.","Emily Gregory’s projected victory comes legislative district which Republican candidate won 19 percentage points 2024.","","",BBC,"其他",https://www.bbc.com/news/world,904,167,83
2026-03-25,03:35:03,"Philippine president declares energy emergency as impact of Iran war felt","Philippine 总统 declares energy emergency 作为 impact of 伊朗 战争 felt","","",Al Jazeera,"伊朗",https://www.aljazeera.com/news,681,369,98
2026-03-25,03:35:03,"Trump claims US has achieved ‘regime change’, ‘received present’ fro","Trump claims 美国 achieved ‘regime change’, ‘received present’ fro","","",Al Jazeera,"美国",https://www.aljazeera.com/news,96,304,147
2026-03-25,04:34:37,"Iran says 'non-hostile vessels' may pass through Strait of Hormuz as oil price falls","伊朗 表示 'non-hostile vessels' may pass through Strait of Hormuz 作为 oil price falls","","",BBC,"伊朗",https://www.bbc.com/news/world,865,337,130
2026-03-25,04:34:37,"US President Donald Trump says Tehran wants a deal to end war “so badly” and negotiations are happening "right now".","美国 总统 Donald Trump 表示 德黑兰 wants deal end 战争 “so badly” 和 谈判 happening "right now".","","",BBC,"伊朗;美国",https://www.bbc.com/news/world,88,288,59
2026-03-25,04:34:37,"Investigators released details from the final three minutes of cockpit and tower communications, which showed controllers cleared both the plane and a fire truck to cross the runway.","Investigators released details final three minutes of cockpit 和 tower communications, which showed controllers cleared both plane 和 fire truck cross runway.","","",BBC,"其他",https://www.bbc.com/news/world,446,14,147
2026-03-25,04:34:37,"Tough negotiations loom as Denmark's Social Democrats fail to secure a majority","Tough 谈判 loom 作为 Denmark's Social Democrats fail secure majority","","",BBC,"其他",https://www.bbc.com/news/world,713,51,56
2026-03-25,04:34:48,"US jury orders Meta to pay $375m for endangering children","美国 jury orders Meta pay $375m endangering children","","",Al Jazeera,"美国",https://www.aljazeera.com/news,282,217,82
2026-03-25,04:34:48,"Iran says ‘non-hostile’ ships can pass safely through Strait of Hormuz","伊朗 表示 ‘non-hostile’ ships can pass safely through Strait of Hormuz","","",Al Jazeera,"伊朗",https://www.aljazeera.com/news,169,78,55
2026-03-25,05:34:41,"The US is expected to deploy ground forces to the Middle East, according to the BBC's US partner, CBS News.","美国 expected 部署 ground 军队 中东, 根据 BBC's 美国 partner, CBS News.","","",BBC,"美国;中东",https://www.bbc.com/news/world,822,234,119
2026-03-25,05:34:41,"Oil at $150 would trigger global recession, says boss of financial giant BlackRock","Oil $150 would trigger global recession, 表示 boss of financial giant BlackRock","","",BBC,"其他",https://www.bbc.com/news/world,471,401,61
2026-03-25,05:35:05,"Enrich your Al Jazeera experience by signing in or creating an account.","Enrich your 半岛电视台 experience signing 或 creating account.","","",Al Jazeera,"其他",https://www.aljazeera.com/news,667,307,51
2026-03-25,05:35:05,"Trump claims US has achieved ‘regime change’, ‘","Trump claims 美国 achieved ‘regime change’, ‘","","",Al Jazeera,"美国",https://www.aljazeera.com/news,708,255,146
2026-03-25,06:35:21,"Ukraine says Russian forces advance on eastern front","乌克兰称俄罗斯军队在东部前线推进","Ukrainian military officials reported continued Russian advances in the eastern Donbas region, with heavy fighting around Avdiivka and Bakhmut. The situation remains tense as both sides continue to deploy troops.","乌克兰 军事官员报道 俄罗斯持续推进 东部顿巴斯地区, 激战 阿夫季夫卡 和 巴赫穆特. 局势仍然紧张 作为 双方继续部署军队.",Reuters,"乌克兰;俄罗斯;美国",https://www.reuters.com/world/europe/ukraine-says-russian-forces-advance-eastern-front-2026-03-16/,860,63,28
2026-03-25,06:35:21,"Israel conducts airstrikes in Gaza after rocket fire","以色列在加沙发动空袭 火箭弹袭击后","The Israeli military carried out airstrikes in Gaza overnight following rocket attacks from Palestinian militants. The exchange marks another escalation in the long-standing conflict.","以色列 军事 执行 空袭 加沙 连夜 在...之后 火箭弹 袭击 巴勒斯坦武装分子. 这次交火标志着又一次升级 长期冲突.",BBC,"以色列;哈马斯",https://www.bbc.com/news/middle-east/israel-gaza-strikes-2026-03-16/,224,30,11
2026-03-25,06:35:21,"US warns Iran over nuclear program escalation","美国就核计划警告伊朗 escalation","The United States has warned Iran against further escalation of its nuclear program, saying all options remain on the table. International negotiations have reached a critical point.","美国 warned 伊朗 反对 进一步 escalation 核武器 program, 表示 所有选项都在考虑范围内. 国际谈判已达成 关键点.",CNN,"伊朗;美国",https://www.cnn.com/world/iran-us-nuclear-2026-03-16/,380,29,64
