日期,时间,标题,标题(中文),摘要,摘要(中文),来源,标签,链接,点赞,分享,评论
2026-03-27,13:08:41,"'My daughter is under the rubble': Inside Tehran as civilian toll of strikes rises","'My daughter under rubble': Inside 德黑兰 作为 civilian toll of strikes rises","","",BBC,"伊朗",https://www.bbc.com/news/world,586,21,18
2026-03-27,13:08:41,"One month since the US and Israel launched strikes on Iran, Tehran residents tell the BBC their lives have been devastated.","One month since 美国 和 以色列 launched strikes 伊朗, 德黑兰 residents tell BBC their lives been devastated.","","",BBC,"以色列;伊朗;美国",https://www.bbc.com/news/world,820,317,86
2026-03-27,13:08:41,"Israel targets Iran missile site as oil prices climb after Trump pauses energy strikes","以色列 targets 伊朗 导弹 site 作为 oil prices climb after Trump pauses energy strikes","","",BBC,"以色列;伊朗;美国",https://www.bbc.com/news/world,297,8,27
2026-03-27,13:08:41,"Savannah Guthrie to return to Today show as search for mother continues","Savannah Guthrie return Today show 作为 search mother continues","","",BBC,"其他",https://www.bbc.com/news/world,268,308,82
2026-03-27,13:08:41,"The US television presenter will return to hosting the NBC news programme in April.","美国 television presenter will return hosting NBC news programme April.","","",BBC,"美国",https://www.bbc.com/news/world,442,186,134
2026-03-27,13:08:41,"Belarus leader gifts rifle to North Korea's Kim as they sign friendship treaty","Belarus leader gifts rifle North Korea's Kim 作为 they sign friendship treaty","","",BBC,"美国",https://www.bbc.com/news/world,339,157,90
2026-03-27,13:08:41,"Two key supporters of Russia's war in Ukraine close ranks as Alexander Lukashenko visits Pyongyang.","Two key supporters of 俄罗斯's 战争 乌克兰 close ranks 作为 Alexander Lukashenko visits Pyongyang.","","",BBC,"乌克兰;俄罗斯;美国",https://www.bbc.com/news/world,62,5,23
2026-03-27,13:08:41,"Marco Rubio joins G7 talks with focus on Iran war","Marco Rubio joins G7 talks focus 伊朗 战争","","",BBC,"伊朗;美国",https://www.bbc.com/news/world,392,57,129
2026-03-27,13:08:41,"UN human rights chief calls on US to conclude probe into Iran school strike","UN human rights chief calls 美国 conclude probe into 伊朗 school 袭击","","",BBC,"伊朗;美国",https://www.bbc.com/news/world,206,217,54
2026-03-27,13:08:41,"Spanish woman who died through euthanasia failed by state, say critics","Spanish woman who died through euthanasia failed state, say critics","","",BBC,"其他",https://www.bbc.com/news/world,399,230,56
2026-03-27,13:09:15,"IAEA warns of ‘major radiological accident’ if Iran nuclear plant damaged","IAEA warns of ‘major radiological accident’ if 伊朗 核武器 plant damaged","","",Al Jazeera,"伊朗",https://www.aljazeera.com/news,719,286,76
2026-03-27,13:09:15,"Israeli attack kills 2, injures 8 in latest strike on south Lebanon","以色列 攻击 kills 2, injures 8 latest 袭击 south Lebanon","","",Al Jazeera,"以色列",https://www.aljazeera.com/news,232,217,37
2026-03-27,13:09:15,"Trump issues new 10-day deadline for attack on Iran energy infrastructure","Trump issues 新 10-day deadline 攻击 伊朗 energy infrastructure","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,83,175,20
2026-03-27,13:09:15,"Click to pause breaking news ticker","Click pause breaking news ticker","","",Al Jazeera,"美国",https://www.aljazeera.com/news,451,120,133
2026-03-27,13:09:15,"Ukraine announces ‘mutually beneficial’ defence deal with Saudi Arabia","乌克兰 宣布 ‘mutually beneficial’ defence deal Saudi Arabia","","",Al Jazeera,"乌克兰",https://www.aljazeera.com/news,579,92,136
