日期,时间,标题,标题(中文),摘要,摘要(中文),来源,标签,链接,点赞,分享,评论
2026-03-20,01:17:33,"Ukraine says Russian forces advance on eastern front","乌克兰称俄罗斯军队在东部前线推进","Ukrainian military officials reported continued Russian advances in the eastern Donbas region, with heavy fighting around Avdiivka and Bakhmut. The situation remains tense as both sides continue to deploy troops.","乌克兰 军事官员报道 俄罗斯持续推进 东部顿巴斯地区, 激战 阿夫季夫卡 和 巴赫穆特. 局势仍然紧张 作为 双方继续部署军队.",Reuters,"乌克兰;俄罗斯;美国",https://www.reuters.com/world/europe/ukraine-says-russian-forces-advance-eastern-front-2026-03-16/,863,405,82
2026-03-20,01:17:33,"Israel conducts airstrikes in Gaza after rocket fire","以色列在加沙发动空袭 火箭弹袭击后","The Israeli military carried out airstrikes in Gaza overnight following rocket attacks from Palestinian militants. The exchange marks another escalation in the long-standing conflict.","以色列 军事 执行 空袭 加沙 连夜 在...之后 火箭弹 袭击 巴勒斯坦武装分子. 这次交火标志着又一次升级 长期冲突.",BBC,"以色列;哈马斯",https://www.bbc.com/news/middle-east/israel-gaza-strikes-2026-03-16/,686,128,129
2026-03-20,01:17:33,"US warns Iran over nuclear program escalation","美国就核计划警告伊朗 escalation","The United States has warned Iran against further escalation of its nuclear program, saying all options remain on the table. International negotiations have reached a critical point.","美国 warned 伊朗 反对 进一步 escalation 核武器 program, 表示 所有选项都在考虑范围内. 国际谈判已达成 关键点.",CNN,"伊朗;美国",https://www.cnn.com/world/iran-us-nuclear-2026-03-16/,406,196,90
2026-03-20,01:17:33,"NATO allies discuss increased support for Ukraine","北约盟国讨论增加支持 乌克兰","NATO defense ministers met to discuss increasing military support for Ukraine amid ongoing conflict with Russia. Several new aid packages were announced.","北约 国防部长开会 讨论增加军事支持 乌克兰 在持续冲突中 俄罗斯. 宣布了新的援助计划.",Al Jazeera,"乌克兰;俄罗斯;美国;欧洲",https://www.aljazeera.com/news/nato-ukraine-support-2026-03-16/,5,43,49
2026-03-20,01:17:33,"Russian military announces new offensive in Donbas","俄罗斯军方宣布新攻势 顿巴斯","Russian military officials announced a new offensive operation in the Donbas region. Ukrainian forces are preparing defensive positions.","俄罗斯 军事 官员 宣布 新 攻势 行动 顿巴斯 地区. 乌克兰军队正在准备 防御阵地.",Reuters,"俄罗斯;美国",https://www.reuters.com/world/europe/russia-donbas-offensive-2026-03-16/,391,119,0
2026-03-20,02:35:32,"Blasts heard over Jerusalem as Netanyahu says Israel 'acted alone' in strikes on Iranian gas field","Blasts heard over Jerusalem 作为 内塔尼亚胡 表示 以色列 'acted alone' strikes 伊朗 gas field","","",BBC,"以色列;伊朗;美国",https://www.bbc.com/news/world,152,99,177
2026-03-20,02:35:32,"Elsewhere in the region, Saudi Arabia and Bahrain both say they have intercepted and destroyed drones.","Elsewhere 地区, Saudi Arabia 和 Bahrain both say they intercepted 和 destroyed drones.","","",BBC,"其他",https://www.bbc.com/news/world,534,204,115
2026-03-20,02:35:32,"Netanyahu says Israel 'acted alone' in attack on Iranian gas field","内塔尼亚胡 表示 以色列 'acted alone' 攻击 伊朗 gas field","","",BBC,"以色列;伊朗",https://www.bbc.com/news/world,668,209,12
2026-03-20,02:35:32,"Teenager among first to be executed over Iran's anti-government protests","Teenager among first be executed over 伊朗's anti-政府 protests","","",BBC,"伊朗",https://www.bbc.com/news/world,181,484,93
2026-03-20,02:35:32,"Saleh Mohammadi, a member of Iran's national wrestling team, was found guilty of killing police officers alongside two other men, state media say.","Saleh Mohammadi, member of 伊朗's national wrestling team, found guilty of killing police officers alongside two other men, state media say.","","",BBC,"伊朗",https://www.bbc.com/news/world,302,314,6
2026-03-20,02:35:32,"Bachelorette's new season pulled after Taylor Frankie Paul abuse allegations","Bachelorette's 新 season pulled after Taylor Frankie Paul abuse allegations","","",BBC,"美国",https://www.bbc.com/news/world,346,289,5
2026-03-20,02:35:32,"The decision comes after footage emerged appearing to show the reality star in an altercation with her ex-partner.","decision comes after footage emerged appearing show reality star altercation her ex-partner.","","",BBC,"其他",https://www.bbc.com/news/world,76,140,62
2026-03-20,02:35:32,"Nearly 100 ships pass the Hormuz Strait - who is getting through?","Nearly 100 ships pass Hormuz Strait - who getting through?","","",BBC,"其他",https://www.bbc.com/news/world,79,471,117
2026-03-20,02:35:32,"US considers lifting sanctions on some Iranian oil","美国 considers lifting 制裁 some 伊朗 oil","","",BBC,"伊朗;美国",https://www.bbc.com/news/world,40,286,103
2026-03-20,02:35:32,"Denmark planned to blow up Greenland runways if US invaded, reports say","Denmark planned blow up Greenland runways if 美国 invaded, 报道 say","","",BBC,"美国",https://www.bbc.com/news/world,39,389,160
2026-03-20,02:35:42,"World Trade Organization chief warns war on Iran threatens global food security","World Trade Organization chief warns 战争 伊朗 threatens global food 安全","","",Al Jazeera,"伊朗",https://www.aljazeera.com/news,330,51,90
2026-03-20,02:35:42,"Iran strikes Israeli oil refinery as regional energy facilities targeted","伊朗 strikes 以色列 oil refinery 作为 regional energy facilities targeted","","",Al Jazeera,"以色列;伊朗",https://www.aljazeera.com/news,117,168,115
2026-03-20,02:35:42,"Surge in oil and gas prices amid concerns over global fuel supplies","Surge oil 和 gas prices amid concerns over global fuel supplies","","",Al Jazeera,"其他",https://www.aljazeera.com/news,681,241,138
2026-03-20,02:35:42,"Click to pause breaking news ticker","Click pause breaking news ticker","","",Al Jazeera,"美国",https://www.aljazeera.com/news,81,375,117
2026-03-20,02:35:42,"Iran warns of ‘zero restraint’ if energy facilities attacked again","伊朗 warns of ‘zero restraint’ if energy facilities attacked again","","",Al Jazeera,"伊朗",https://www.aljazeera.com/news,251,113,41
2026-03-20,02:35:42,"US arts commission approves gold coin stamped with Donald Trump’s face","美国 arts commission approves gold coin stamped Donald Trump’s face","","",Al Jazeera,"美国",https://www.aljazeera.com/news,365,120,130
2026-03-20,02:35:42,"Mexican military says 11 killed in raid targeting Sinaloa cartel leader","Mexican 军事 表示 11 killed raid targeting Sinaloa cartel leader","","",Al Jazeera,"其他",https://www.aljazeera.com/news,199,161,121
2026-03-20,02:35:42,"Senegal and Morocco tied by religion and trade but divided by AFCON fallout","Senegal 和 Morocco tied religion 和 trade but divided AFCON fallout","","",Al Jazeera,"其他",https://www.aljazeera.com/news,527,321,23
2026-03-20,02:35:42,"Israel continues Gaza attacks amid regional war, kills several Palestinians","以色列 continues 加沙 袭击 amid regional 战争, kills several Palestinians","","",Al Jazeera,"以色列;哈马斯",https://www.aljazeera.com/news,778,88,56
2026-03-20,02:35:42,"FIFA details Infantino’s $6m deal with 33","FIFA details Infantino’s $6m deal 33","","",Al Jazeera,"其他",https://www.aljazeera.com/news,495,140,135
2026-03-20,03:01:04,"Senegal instruct lawyers, while CAF’s Motsepe defends Morocco’s AFCON award","Senegal instruct lawyers, while CAF’s Motsepe defends Morocco’s AFCON award","","",Al Jazeera,"其他",https://www.aljazeera.com/news,22,238,111
2026-03-20,03:01:04,"Death toll surpasses 1,000 in Lebanon as Israeli bombardment continues","Death toll surpasses 1,000 Lebanon 作为 以色列 bombardment continues","","",Al Jazeera,"以色列",https://www.aljazeera.com/news,189,286,113
2026-03-20,03:01:04,"Hegseth says no ‘timeframe’ for war on Iran as Pentagon asks for $200bn","Hegseth 表示 no ‘timeframe’ 战争 伊朗 作为 Pentagon asks $200bn","","",Al Jazeera,"伊朗",https://www.aljazeera.com/news,348,327,24
2026-03-20,03:01:04,"The Take: How simple drones are outwitting Pakistan’s military","Take: How simple drones outwitting Pakistan’s 军事","","",Al Jazeera,"其他",https://www.aljazeera.com/news,736,83,41
2026-03-20,03:01:04,"Drone attack from Sudan kills 17 people in Chad as war spills over border","无人机 攻击 Sudan kills 17 people Chad 作为 战争 spills over border","","",Al Jazeera,"其他",https://www.aljazeera.com/news,153,47,87
