日期,时间,标题,标题(中文),摘要,摘要(中文),来源,标签,链接,点赞,分享,评论
2026-03-31,11:23:26,"Burned Kuwaiti oil tanker pictured off Dubai coast after Iran reportedly hit vessel","Burned Kuwaiti oil tanker pictured off Dubai coast after 伊朗 据报道 hit vessel","","",BBC,"伊朗",https://www.bbc.com/news/world,133,382,24
2026-03-31,11:23:26,"Meanwhile, Iran's internet blackout has now entered its 32nd day, with most users cut off from the outside world.","Meanwhile, 伊朗's internet blackout now entered its 32nd day, most users cut off outside world.","","",BBC,"伊朗;美国",https://www.bbc.com/news/world,673,368,137
2026-03-31,11:23:26,"China bans storing cremated remains in empty 'bone ash apartments'","China bans storing cremated 仍然 empty 'bone ash apartments'","","",BBC,"其他",https://www.bbc.com/news/world,618,188,74
2026-03-31,11:23:26,"Gazan mother reunited with evacuated daughter after two years","Gazan mother reunited evacuated daughter after two years","","",BBC,"哈马斯",https://www.bbc.com/news/world,451,385,53
2026-03-31,11:23:26,"The girl is among at least eight children who were premature newborns when they were evacuated during heavy fighting in Gaza at the start of the war.","girl among least eight children who premature newborns when they evacuated during heavy fighting 加沙 start 战争.","","",BBC,"哈马斯",https://www.bbc.com/news/world,721,342,157
2026-03-31,11:23:26,"'A succulent Chinese meal' - iconic Australian quote immortalised in national film archive","' succulent Chinese meal' - iconic Australian quote immortalised national film archive","","",BBC,"美国",https://www.bbc.com/news/world,974,290,78
2026-03-31,11:23:26,"The theatrical monologue given by Jack Karlson as he was arrested in 1991 has been officially recognised as a "lasting piece of cultural folklore".","theatrical monologue given Jack Karlson 作为 he arrested 1991 been officially recognised 作为 "lasting piece of cultural folklore".","","",BBC,"其他",https://www.bbc.com/news/world,998,295,88
2026-03-31,11:23:26,"Sexual violence part of 'everyday life' in parts of Sudan, charity says","Sexual violence part of 'everyday life' parts of Sudan, charity 表示","","",BBC,"其他",https://www.bbc.com/news/world,202,423,62
2026-03-31,11:23:26,"Eurovision Song Contest launches first-ever Asia edition","Eurovision Song Contest launches first-ever Asia edition","","",BBC,"其他",https://www.bbc.com/news/world,905,13,192
2026-03-31,11:24:13,"Drones strike Russia’s Ust-Luga port again as EU officials visit Ukraine","Drones 袭击 俄罗斯’s Ust-Luga port again 作为 EU 官员 visit 乌克兰","","",Al Jazeera,"乌克兰;俄罗斯;美国",https://www.aljazeera.com/news,701,326,134
2026-03-31,11:24:13,"A Gaza mother waits in agony: Did Israel kill her daughter, or arrest her?","加沙 mother waits agony: Did 以色列 kill her daughter, 或 arrest her?","","",Al Jazeera,"以色列;哈马斯",https://www.aljazeera.com/news,444,99,23
2026-03-31,11:24:13,"‘Enough is enough’: Semenya pledges to fight Olympic gender-testing policy","‘Enough enough’: Semenya pledges fight Olympic gender-testing policy","","",Al Jazeera,"其他",https://www.aljazeera.com/news,520,82,135
2026-03-31,11:24:13,"Gaza families reunite years after babies evacuated amid Israel’s war","加沙 families reunite years after babies evacuated amid 以色列’s 战争","","",Al Jazeera,"以色列;哈马斯",https://www.aljazeera.com/news,459,180,118
