日期,时间,标题,标题(中文),摘要,摘要(中文),来源,标签,链接,点赞,分享,评论
2026-06-15,00:36:43,"Ukraine says Russian forces advance on eastern front","乌克兰称俄罗斯军队在东部前线推进","Ukrainian military officials reported continued Russian advances in the eastern Donbas region, with heavy fighting around Avdiivka and Bakhmut. The situation remains tense as both sides continue to deploy troops.","乌克兰 军事官员报道 俄罗斯持续推进 东部顿巴斯地区, 激战 阿夫季夫卡 和 巴赫穆特. 局势仍然紧张 作为 双方继续部署军队.",Reuters,"乌克兰;俄罗斯;美国",https://www.reuters.com/world/europe/ukraine-says-russian-forces-advance-eastern-front-2026-03-16/,378,128,138
2026-06-15,00:36:43,"Israel conducts airstrikes in Gaza after rocket fire","以色列在加沙发动空袭 火箭弹袭击后","The Israeli military carried out airstrikes in Gaza overnight following rocket attacks from Palestinian militants. The exchange marks another escalation in the long-standing conflict.","以色列 军事 执行 空袭 加沙 连夜 在...之后 火箭弹 袭击 巴勒斯坦武装分子. 这次交火标志着又一次升级 长期冲突.",BBC,"以色列;哈马斯",https://www.bbc.com/news/middle-east/israel-gaza-strikes-2026-03-16/,12,159,127
2026-06-15,00:36:43,"US warns Iran over nuclear program escalation","美国就核计划警告伊朗 escalation","The United States has warned Iran against further escalation of its nuclear program, saying all options remain on the table. International negotiations have reached a critical point.","美国 warned 伊朗 反对 进一步 escalation 核武器 program, 表示 所有选项都在考虑范围内. 国际谈判已达成 关键点.",CNN,"伊朗;美国",https://www.cnn.com/world/iran-us-nuclear-2026-03-16/,229,35,38
2026-06-15,00:36:43,"NATO allies discuss increased support for Ukraine","北约盟国讨论增加支持 乌克兰","NATO defense ministers met to discuss increasing military support for Ukraine amid ongoing conflict with Russia. Several new aid packages were announced.","北约 国防部长开会 讨论增加军事支持 乌克兰 在持续冲突中 俄罗斯. 宣布了新的援助计划.",Al Jazeera,"乌克兰;俄罗斯;美国;欧洲",https://www.aljazeera.com/news/nato-ukraine-support-2026-03-16/,374,168,9
2026-06-15,00:36:43,"Russian military announces new offensive in Donbas","俄罗斯军方宣布新攻势 顿巴斯","Russian military officials announced a new offensive operation in the Donbas region. Ukrainian forces are preparing defensive positions.","俄罗斯 军事 官员 宣布 新 攻势 行动 顿巴斯 地区. 乌克兰军队正在准备 防御阵地.",Reuters,"俄罗斯;美国",https://www.reuters.com/world/europe/russia-donbas-offensive-2026-03-16/,105,66,89
2026-06-15,05:36:44,"Lebanese remain sceptical despite US-Iran ceasefire announcement","Lebanese remain sceptical despite 美国-伊朗 停火 announcement","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,392,326,76
2026-06-15,05:36:44,"US-Iran to sign a ‘peace deal’ on Friday: What we know so far","美国-伊朗 sign ‘peace deal’ Friday: What we know so far","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,92,100,26
2026-06-15,05:36:44,"Trump allies cheer Iran ‘peace deal’ announcement as Democrats seek clarity","Trump allies cheer 伊朗 ‘peace deal’ announcement 作为 Democrats seek clarity","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,291,3,127
2026-06-15,05:36:44,"Zimbabwe’s climate migrants fear eviction as crackdown intensifies","Zimbabwe’s climate migrants fear eviction 作为 crackdown intensifies","","",Al Jazeera,"其他",https://www.aljazeera.com/news,712,230,3
2026-06-15,05:36:44,"Iran’s Ghalenoei, Taremi decry US treatment upon arrival for World Cup match","伊朗’s Ghalenoei, Taremi decry 美国 treatment upon arrival World Cup match","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,243,75,43
2026-06-15,05:36:44,"Claims Israel’s Beirut strike pushed Trump on Iran announcement","Claims 以色列’s Beirut 袭击 pushed Trump 伊朗 announcement","","",Al Jazeera,"以色列;伊朗;美国",https://www.aljazeera.com/news,532,58,113
2026-06-15,05:36:44,"World Cup nations slam UEFA chief for ‘disappointing’ 48-team criticism","World Cup nations slam UEFA chief ‘disappointing’ 48-team criticism","","",Al Jazeera,"其他",https://www.aljazeera.com/news,490,57,3
2026-06-15,05:36:44,"BREAKING: US, Iran announce ceasefire agreement","BREAKING: 美国, 伊朗 announce 停火 agreement","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,523,231,92
